plate	well	controlStatus	GeneID	GeneSymbol	LocusID	Accession	VehAvg	DrugAvg	ratio	FDR	Vnorm.1	Vnorm.2	Dnorm.1	Dnorm.2	Vraw.1	Vraw.2	Draw.1	Draw.2	Batch	SI_dev
1	B15	sample	M-031331-00	LOC388786	0	XM_373906168	0.948113683	0.8456221245	0.8918995049	0.4068247778	0.9473016879	0.9489256781	0.870206182	0.821038067	119540	123924	100112	97316	1	-0.108100495054241
1	B16	sample	M-032304-00	HCG3	414061	NM_001001394170	0.998610482	1.0475624612	1.0490200935	0.5748717339	1.0138679769	0.9833529871	1.0846632593	1.0104616631	127940	128420	124784	119768	1	0.0490200935022831
1	B17	sample	M-031332-00	LOC388787	0	XM_373907168	0.8503364549	0.8951606314	1.0527134598	0.5359484498	0.8523337824	0.8483391274	0.9228469107	0.8674743521	107556	110788	106168	102820	1	0.0527134597625494
1	B18	sample	M-032305-00	LOC163223	163223	NM_001001411170	0.8679553064	0.8553439864	0.9854700813	0.8519049017	0.8845391869	0.8513714259	0.8612009318	0.849487041	111620	111184	99076	100688	1	-0.0145299186571112
1	B19	sample	M-031334-00	LOC388789	0	XM_373908168	0.8258799345	0.9097760461	1.1015839084	0.4122814768	0.8151517553	0.8366081137	0.9482980425	0.8712540497	102864	109256	109096	103268	1	0.101583908381055
1	B20	sample	M-032306-00	FAM26C	255022	NM_001001412170	0.9505990571	0.9628488743	1.0128864184	0.8902966062	0.9639115619	0.9372865522	0.9945759883	0.9311217603	121636	122404	114420	110364	1	0.0128864184738569
1	B21	sample	M-031335-00	LOC388790	0	XM_373909168	0.8756331848	0.9355812564	1.0684625396	0.4989893512	0.8948411126	0.8564252569	0.9727756337	0.898386879	112920	111844	111912	106484	1	0.0684625396159644
1	B22	sample	M-032307-00	LOC342897	342897	NM_001001414170	0.8207241077	0.842095348	1.0260394937	0.7509846547	0.8436167684	0.7978314471	0.834602413	0.8495882829	106456	104192	96016	100700	1	0.0260394936595549
1	B23	sample	M-031337-00	LOC388791	0	XM_373910168	0.8600680235	0.8681183088	1.0093600564	0.9156929997	0.8990569776	0.8210790695	0.8670074059	0.8692292117	113452	107228	99744	103028	1	0.00936005644852567
1	B24	sample	M-032308-00	ZNF429	353088	NM_001001415170	0.7882703711	0.7260239501	0.921034174	0.4764239463	0.8362310801	0.740309662	0.7360314315	0.7160164687	105524	96680	84676	84868	1	-0.0789658259856778
1	C05	sample	M-031100-00	LOC400693	0	XM_375609167	0.9394484807	0.9090596414	0.9676524685	0.7077229491	0.9747206593	0.9041763021	0.8972567018	0.920862581	123000	118080	103224	109148	1	-0.0323475314765072
1	C06	sample	M-031565-00	LOC401611	0	XM_377033169	0.9914678168	1.0003689293	1.008977712	0.9216880456	1.0153260956	0.967609538	0.9711414763	1.0295963823	128124	126364	111724	122036	1	0.00897771198335873
1	C07	sample	M-031104-00	LOC388538	0	XM_371165167	0.9215423453	0.8445281774	0.9164290515	0.4122814768	0.9136698629	0.9294148276	0.8394005772	0.8496557775	115296	121376	96568	100708	1	-0.0835709485266326
1	C08	sample	M-031566-00	LOC401612	0	XM_377034169	0.9850510414	0.9265367857	0.9405977424	0.4764239463	0.9998890562	0.9702130266	0.9383192518	0.9147543197	126176	126704	107948	108424	1	-0.0594022575386924
1	C09	sample	M-031109-00	LOC400701	0	XM_378805167	0.9852655731	1.040877056	1.0564431403	0.536613831	1.0162453443	0.9542858018	1.069503842	1.01225027	128240	124624	123040	119980	1	0.0564431402772436
1	C10	sample	M-031568-00	LOC392512	0	XM_373359169	0.9231808313	0.9975650949	1.0805738822	0.4122814768	0.9363657976	0.909995865	0.9985049199	0.99662527	118160	118840	114872	118128	1	0.0805738823078181
1	C11	sample	M-031111-00	LOC388545	0	XM_371170167	0.9507218812	1.0350869446	1.0887379001	0.4122814768	0.9575719154	0.9438718471	1.0578561246	1.0123177646	120836	123264	121700	119988	1	0.0887379001302437
1	C12	sample	M-031570-00	LOC392517	0	XM_373362169	0.844941686	0.9033009798	1.0690690196	0.4764239463	0.8166732705	0.8732101015	0.9130071972	0.8935947624	103056	114036	105036	105916	1	0.0690690195157444
1	C13	sample	M-031113-00	LOC400704	0	XM_378807167	1.0561843274	1.0619012186	1.005412778	0.948879669	1.0678183691	1.0445502856	1.0579952018	1.0658072354	134748	136412	121716	126328	1	0.00541277796115747
1	C14	sample	M-031573-00	LOC389866	0	XM_372227169	0.9815268857	0.9749936941	0.9933438485	0.9374633585	0.9988747127	0.9641790588	0.9518097424	0.9981776458	126048	125916	109500	118312	1	-0.00665615149707055
1	C15	sample	M-031114-00	LOC400705	0	XM_375619167	0.9636485317	0.9919516637	1.0293708039	0.7135699314	0.9839765433	0.9433205201	1.0126560273	0.9712473002	124168	123192	116500	115120	1	0.0293708038968001
1	C16	sample	M-031582-00	LOC389873	0	XM_372233169	0.9953293023	1.016581424	1.0213518498	0.7816248307	1.0000158491	0.9906427554	1.0283369841	1.0048258639	126192	129372	118304	119100	1	0.0213518497867573
1	C17	sample	M-031118-00	LOC388549	0	XM_373808167	0.9777428523	1.0383708534	1.0620081251	0.4752731668	0.9897139234	0.9657717812	1.0367511561	1.0399905508	124892	126124	119272	123268	1	0.062008125150065
1	C18	sample	M-031584-00	LOC401599	0	XM_379716169	0.9648826411	1.0310773169	1.0686038622	0.4400016304	0.9654330771	0.9643322052	1.0399151629	1.0222394708	121828	125936	119636	121164	1	0.0686038621454581
1	C19	sample	M-031119-00	LOC388550	0	XM_371176167	0.9796119791	1.0195240927	1.0407427782	0.577302756	0.9933909185	0.9658330398	1.027641598	1.0114065875	125356	126132	118224	119880	1	0.0407427782116665
1	C20	sample	M-031585-00	LOC392486	0	XM_373353169	1.0055551096	1.0664301518	1.0605387429	0.5072142575	1.03336239	0.9777478291	1.0974931331	1.0353671706	130400	127688	126260	122720	1	0.0605387429508888
1	C21	sample	M-031121-00	LOC388551	0	XM_371177167	0.9864556491	1.0194452188	1.0334425271	0.6701528334	0.9914573263	0.9814539719	1.0417927054	0.9970977322	125112	128172	119852	118184	1	0.0334425270209546
1	C22	sample	M-031586-00	LOC392487	0	XM_373354169	0.9386881098	1.0321019366	1.0995152978	0.4122814768	0.9541485062	0.9232277134	1.0476339488	1.0165699244	120404	120568	120524	120492	1	0.0995152978127134
1	C23	sample	M-031123-00	LOC388553	0	XM_373809167	1.0220985021	1.0895020315	1.0659462167	0.4764239463	1.0590062604	0.9851907438	1.1001703696	1.0788336933	133636	128660	126568	127872	1	0.0659462167408649
1	C24	sample	M-031591-00	LOC389900	0	XM_372261169	0.9311743956	1.1624546103	1.2483747575	0.1961389081	0.9408669467	0.9214818445	1.1982893502	1.1266198704	118728	120340	137856	133536	1	0.248374757502836
1	D05	sample	M-031340-00	LOC400839	0	XM_378970168	0.7856817584	0.8001553195	1.0184216585	0.8327180904	0.8025992551	0.7687642618	0.8133235979	0.786987041	101280	100396	93568	93280	1	0.0184216584441945
1	D06	sample	M-032309-00	LOC414059	414059	NM_001001417170	0.884435811	0.8814590861	0.9966343234	0.9633194942	0.8837467311	0.8851248909	0.8826535934	0.8802645788	111520	115592	101544	104336	1	-0.00336567658497944
1	D07	sample	M-031343-00	LOC400840	0	XM_375912168	0.9231992261	0.9118704227	0.9877287555	0.8871490773	0.9201996989	0.9261987534	0.9484371197	0.8753037257	116120	120956	109112	103748	1	-0.0122712445256742
1	D08	sample	M-032310-00	MGC44903	414060	NM_001001418170	0.9638355353	0.9584117948	0.9943727531	0.9523027522	0.9868927807	0.94077829	0.9751051771	0.9417184125	124536	122860	112180	111620	1	-0.00562724692240213
1	D09	sample	M-031351-00	LOC388794	0	XM_371395168	0.9971209347	1.051822797	1.0548598073	0.5461585792	1.0227117838	0.9715300856	1.0852195682	1.0184260259	129056	126876	124848	120712	1	0.054859807317613
1	D10	sample	M-032311-00	LOC388272	388272	NM_001001436170	0.9329726221	0.9335362317	1.0006041009	0.9957939483	0.9412473255	0.9246979187	0.9438475714	0.923224892	118776	120760	108584	109428	1	0.00060410089926477
1	D11	sample	M-031352-00	LOC400842	0	XM_375914168	0.8861923743	0.9204388606	1.0386445283	0.6155997531	0.9079958792	0.8643888693	0.9263933799	0.9144843413	114580	112884	106576	108392	1	0.0386445283722774
1	D12	sample	M-032312-00	MGC12815	414062	NM_001001437170	0.8582010672	0.8545009628	0.9956885344	0.9543286922	0.8537285046	0.8626736297	0.8451722819	0.8638296436	107732	112660	97232	102388	1	-0.00431146562458573
1	D13	sample	M-031353-00	LOC388795	0	XM_371397168	0.7381453733	0.6789751986	0.9198394018	0.4764239463	0.7435771456	0.7327136009	0.7253572546	0.6325931425	93832	95688	83448	74980	1	-0.0801605982294221
1	D14	sample	M-032313-00	TM6SF2	53345	NM_001001524170	0.9266253077	0.9465687582	1.0215226699	0.7718998191	0.9272050083	0.926045607	0.9511491256	0.9419883909	117004	120936	109424	111652	1	0.0215226698810744
1	D15	sample	M-031356-00	LOC391241	0	XM_372864168	0.9276389899	0.937529522	1.0106620487	0.9573910212	0.9128457089	0.942432271	1.0146378777	0.8604211663	115192	123076	116728	101984	1	0.0106620486602584
1	D16	sample	M-032314-00	OR2Y1	134083	NM_001001657170	0.8608381646	0.7394582726	0.8589980127	0.2704219188	0.8475473492	0.8741289799	0.7545982407	0.7243183045	106952	114156	86812	85852	1	-0.141001987305536
1	D17	sample	M-031357-00	LOC402016	0	XM_377675168	0.8442393602	0.839640634	0.9945528171	0.9543286922	0.8640304303	0.8244482901	0.8742394214	0.8050418467	109032	107668	100576	95420	1	-0.00544718283320811
1	D18	sample	M-032315-00	OR6V1	346517	NM_001001667170	0.9523812282	0.6864734489	0.7207969126	0.1719733884	0.9606149457	0.9441475106	0.646570008	0.7263768898	121220	123300	74384	86096	1	-0.279203087367152
1	D19	sample	M-031359-00	LOC400856	0	XM_375929168	0.7830264726	0.8382194973	1.0704867929	0.5071905647	0.828591806	0.7374611391	0.8372448802	0.8391941145	104560	96308	96320	99468	1	0.0704867928925297
1	D20	sample	M-032316-00	OR4F15	390649	NM_001001674170	0.8485925273	0.8841582007	1.0419113677	0.6817873139	0.8960456455	0.8011394092	0.8998296304	0.8684867711	113072	104624	103520	102940	1	0.041911367651404
1	D21	sample	M-031361-00	LOC400858	0	XM_375931168	0.961113885	0.9809122085	1.0205993523	0.8327180904	0.9744353752	0.9477923948	1.0123778728	0.9494465443	122964	123776	116468	112536	1	0.0205993523337766
1	D22	sample	M-032317-00	FLJ41423	399886	NM_001001679170	0.9507755515	0.9011739096	0.9478303351	0.4818518518	0.9434979	0.9580532031	0.9094954974	0.8928523218	119060	125116	104632	105828	1	-0.0521696649321042
1	D23	sample	M-031363-00	LOC388813	0	XM_373925168	0.890984417	0.9164513368	1.0285829015	0.761843294	0.9060939853	0.8758748488	0.9512882028	0.8816144708	114340	114384	109440	104496	1	0.0285829014095662
1	D24	sample	M-032318-00	FLJ45300	399957	NM_001001681170	0.9938919485	0.9461180685	0.9519325213	0.549388177	1.0110468341	0.976737063	0.9744445603	0.9177915767	127584	127556	112104	108784	1	-0.0480674786828666
1	E01	sample	NA	NA	NA	NA	0.6625298367	0.3491580961	0.5270073539	0.1961389081	0.6005547191	0.7245049543	0.295643406	0.4026727862	75784	94616	34012	47728	1	-0.472992646128778
1	E05	sample	M-031125-00	LOC388554	0	XM_371182167	0.9771201117	0.9291821776	0.9509395687	0.5359484498	0.989111657	0.9651285664	0.9036194847	0.9547448704	124816	126040	103956	113164	1	-0.0490604313389859
1	E06	sample	M-031592-00	LOC389901	0	XM_372262169	0.7936517472	0.7651679993	0.9641105208	0.6701528334	0.8211427213	0.7661607731	0.7645422621	0.7657937365	103620	100056	87956	90768	1	-0.0358894792337956
1	E07	sample	M-031126-00	LOC400706	0	XM_378810167	0.9588700783	0.9827975281	1.0249537976	0.8133129128	0.9930422379	0.9246979187	0.94892389	1.0166711663	125312	120760	109168	120504	1	0.0249537975910372
1	E08	sample	M-031594-00	LOC401620	0	XM_377062169	0.8651509388	0.9302386314	1.0752327596	0.4606662987	0.8835248435	0.8467770342	0.9525398978	0.907937365	111492	110584	109584	107616	1	0.0752327595419564
1	E09	sample	M-031130-00	LOC400707	0	XM_375631167	1.0075041757	1.0415037524	1.0337463383	0.6357488852	1.0118075917	1.0032007596	1.0340739195	1.0489335853	127680	131012	118964	124328	1	0.0337463382998535
1	E10	sample	M-031597-00	LOC401579	0	XM_379696169	0.9402371855	0.8907236576	0.9473393217	0.4786213117	0.9288533164	0.9516210546	0.8919022287	0.8895450864	117212	124276	102608	105436	1	-0.0526606782986037
1	E11	sample	M-031131-00	LOC400708	0	XM_375632167	0.9906956711	0.999999489	1.0093911967	0.9071028724	1.0149457168	0.9664456254	0.9999652307	1.0000337473	128076	126212	115040	118532	1	0.0093911966827005
1	E12	sample	M-031600-00	LOC401581	0	XM_376981169	0.9270301083	1.0004008162	1.0791459816	0.4122814768	0.9312306839	0.9228295328	1.0066061681	0.9941954644	117512	120516	115804	117840	1	0.0791459816020332
1	E13	sample	M-031133-00	LOC400709	0	XM_375634167	0.8705669504	0.8724277179	1.0021374204	0.9996367637	0.8568666297	0.8842672711	0.8134974445	0.9313579914	108128	115480	93588	110392	1	0.00213742038925901
1	E14	sample	M-031602-00	LOC389841	0	XM_374323169	0.7710219284	0.8745818226	1.1343151088	0.4078923179	0.8051034155	0.7369404414	0.8796982024	0.8694654428	101596	96240	101204	103056	1	0.13431510872614
1	E15	sample	M-031138-00	LOC400714	0	XM_375639167	0.929034193	0.9885791045	1.0640933476	0.4764239463	0.9547190744	0.9033493116	0.9990264594	0.9781317495	120476	117972	114932	115936	1	0.0640933475846783
1	E16	sample	M-031603-00	LOC389842	0	XM_372200169	0.9336516047	0.9756100373	1.0449401387	0.5450831525	0.937919011	0.9293841984	0.9857098154	0.9655102592	118356	121372	113400	114440	1	0.0449401386864023
1	E17	sample	M-031148-00	LOC388561	0	XM_371192167	0.8899505042	0.9149576588	1.0280994892	0.7077229491	0.9065377605	0.8733632479	0.907061646	0.9228536717	114396	114056	104352	109384	1	0.0280994892771926
1	E18	sample	M-031605-00	LOC401583	0	XM_379699169	0.8629324492	0.9542927175	1.1058718656	0.4068247778	0.860036453	0.8658284454	0.9600500678	0.9485353672	108528	113072	110448	112428	1	0.105871865619027
1	E19	sample	M-031150-00	LOC388563	0	XM_373811167	0.8241964987	0.8985926424	1.0902650567	0.4122814768	0.8288453919	0.8195476056	0.8658947881	0.9312904968	104592	107028	99616	110384	1	0.0902650567101795
1	E20	sample	M-031606-00	LOC392425	0	XM_373338169	0.7865168035	0.8044735148	1.0228306773	0.7567667798	0.7849116412	0.7881219658	0.8051875804	0.8037594492	99048	102924	92632	95268	1	0.0228306772596498
1	E21	sample	M-031155-00	LOC388565	0	XM_371197167	0.9948643965	0.9472018126	0.9520913764	0.5071905647	1.0069577621	0.9827710308	0.9471506554	0.9472529698	127068	128344	108964	112276	1	-0.0479086235471645
1	E22	sample	M-031609-00	LOC392433	0	XM_373340169	0.8800639421	0.9627184524	1.0939187557	0.4122814768	0.8742372613	0.8858906228	0.9983310733	0.9271058315	110320	115692	114852	109888	1	0.0939187556729872
1	E23	sample	M-031159-00	LOC388567	0	XM_371200167	1.0055631219	1.0349182503	1.0291927257	0.6985462063	1.0102226801	1.0009035637	1.0532665763	1.0165699244	127480	130712	121172	120492	1	0.0291927257580149
1	E24	sample	M-031610-00	LOC392439	0	XM_373341169	0.9706867887	1.0076972498	1.0381281187	0.5984174225	0.9754180204	0.9659555569	1.0220089705	0.9933855292	123088	126148	117576	117744	1	0.0381281188049063
1	F03	sample	NA	NA	NA	NA	0.4964488837	0.2903074206	0.5847679994	0.2282709618	0.495570172	0.4973275954	0.2385522061	0.342062635	62536	64948	27444	40544	1	-0.415232000550876
1	F05	sample	M-031364-00	LOC388814	0	XM_373926168	0.8162501374	0.8518611286	1.043627547	0.6795191468	0.8489420715	0.7835582033	0.8871388338	0.8165834233	107128	102328	102060	96788	1	0.0436275468981011
1	F06	sample	M-032319-00	FLJ44790	400850	NM_001001691170	0.9148885626	0.9408552128	1.0283823094	0.7416769147	0.9459386639	0.8838384612	0.9538959007	0.9278145248	119368	115424	109740	109972	1	0.0283823093466433
1	F07	sample	M-031365-00	LOC388815	0	XM_373927168	0.6240628809	0.6231749564	0.9985771875	0.9856761896	0.6280053887	0.6201203731	0.6255345781	0.6208153348	79248	80984	71964	73584	1	-0.00142281247158849
1	F08	sample	M-032320-00	FLJ46257	400932	NM_001001693170	0.873587432	0.9961961057	1.1403507757	0.3326735291	0.8716063079	0.875568556	1.0178714231	0.9745207883	109988	114344	117100	115508	1	0.140350775738973
1	F09	sample	M-031370-00	LOC400861	0	XM_379002168	0.8330618537	0.9285323487	1.1146019285	0.4122814768	0.8696093193	0.7965143881	0.9524008206	0.9046638769	109736	104020	109568	107228	1	0.114601928567456
1	F10	sample	M-032321-00	FLJ44006	400997	NM_001001696170	0.8694963487	0.977357859	1.1240505615	0.3603994468	0.8796576591	0.8593350384	0.9726017871	0.9821139309	111004	112224	111892	116408	1	0.124050561460164
1	F11	sample	M-031372-00	LOC388819	0	XM_371411168	0.791931322	0.896477361	1.132014022	0.3587093417	0.7954037562	0.7884588879	0.9148499704	0.8781047516	100372	102968	105248	104080	1	0.132014021972728
1	F12	sample	M-032322-00	FLJ45966	401120	NM_001001700170	0.8889889051	0.9177975884	1.0324061225	0.7363049156	0.8858388145	0.8921389957	0.9579291402	0.8776660367	111784	116508	110204	104028	1	0.0324061224889634
1	F13	sample	M-031374-00	LOC388820	0	XM_373930168	0.8584701529	0.8609764872	1.0029195358	0.9747809921	0.8551549251	0.8617853806	0.8862348319	0.8357181425	107912	112544	101956	99056	1	0.00291953580643334
1	F14	sample	M-032323-00	FLJ46010	401191	NM_001001703170	0.8162705012	0.933677959	1.143834008	0.2779475763	0.8110943815	0.8214466208	0.9339730886	0.9333828294	102352	107276	107448	110632	1	0.143834008070353
1	F15	sample	M-031375-00	LOC400865	0	XM_379006168	0.6214994877	0.7733986579	1.244407555	0.3587093417	0.6776131231	0.5653858523	0.7757727478	0.771024568	85508	73836	89248	91388	1	0.244407554963782
1	F16	sample	M-032324-00	FLJ44796	401209	NM_001001704170	0.9203586197	0.9984756765	1.0848767591	0.4122814768	0.9306601157	0.9100571236	1.0076492472	0.9893021058	117440	118848	115924	117260	1	0.0848767591047357
1	F17	sample	M-031376-00	LOC388822	0	XM_371413168	0.8585024327	0.7839229103	0.9131283506	0.4122814768	0.8843172993	0.832687566	0.8087340496	0.7591117711	111592	108744	93040	89976	1	-0.086871649355483
1	F18	sample	M-032325-00	LOC401565	401565	NM_001001710170	0.8113662393	0.8497839741	1.0473494372	0.5159774535	0.8090656946	0.8136667841	0.8491359828	0.8504319654	102096	106260	97688	100800	1	0.0473494371429319
1	F19	sample	M-031377-00	LOC388823	0	XM_373931168	0.7749655334	0.8423093947	1.0868991697	0.4122814768	0.7701402647	0.779790802	0.8560550746	0.8285637149	97184	101836	98484	98208	1	0.0868991697074422
1	F20	sample	M-032326-00	DDI1	414301	NM_001001711170	0.8380630736	0.8274209356	0.9873015071	0.8612503066	0.8365163642	0.839609783	0.830395327	0.8244465443	105560	109648	95532	97720	1	-0.0126984928524358
1	F21	sample	M-031384-00	LOC391269	0	XM_372876168	0.9327624345	1.0270804472	1.1011168645	0.4400016304	0.9569379507	0.9085869182	1.0802475575	0.9739133369	120756	118656	124276	115436	1	0.101116864558996
1	F22	sample	M-032327-00	LCN10	414332	NM_001001712170	0.9060418298	0.8861871373	0.9780863401	0.7747911209	0.8953799826	0.916703677	0.8989603978	0.8734138769	112988	119716	103420	103524	1	-0.0219136598300131
1	F23	sample	M-031386-00	LOC391282	0	XM_372878168	0.9168657707	0.9249879552	1.0088586408	0.9156929997	0.9251446232	0.9085869182	0.9420047982	0.9079711123	116744	118656	108372	107620	1	0.00885864082787036
1	F24	sample	M-032328-00	HHCM	10639	NM_001001731170	0.9669417088	0.9224540635	0.9539913886	0.5144997975	0.9603930581	0.9734903594	0.9177010535	0.9272070734	121192	127132	105576	109900	1	-0.0460086113748374
1	G05	sample	M-031160-00	LOC400720	0	XM_375663167	0.7305737649	0.7244156913	0.9915709079	0.9747809921	0.7967984785	0.6643490513	0.6966378081	0.7521935745	100548	86760	80144	89156	1	-0.00842909216818499
1	G06	sample	M-031611-00	LOC401618	0	XM_377041169	0.6940657671	0.8204200411	1.1820494253	0.2779475763	0.723353673	0.6647778612	0.8155836028	0.8252564795	91280	86816	93828	97816	1	0.182049425341842
1	G07	sample	M-031161-00	LOC400721	0	XM_375664167	0.8407539355	0.9281977159	1.1040063885	0.4122814768	0.8743957524	0.8071121185	0.9215952157	0.934800216	110340	105404	106024	110800	1	0.104006388448479
1	G08	sample	M-031613-00	LOC389888	0	XM_372248169	0.7947026788	0.8929544402	1.1236333588	0.4043452638	0.8108090974	0.7785962602	0.9047668718	0.8811420086	102316	101680	104088	104440	1	0.12363335876552
